q_id,exam_id,match_type
610,833,year_based
611,833,year_based
612,833,year_based
613,833,year_based
614,833,year_based
615,833,year_based
616,833,year_based
617,833,year_based
618,833,year_based
619,833,year_based
620,833,year_based
621,833,year_based
622,833,year_based
623,833,year_based
624,833,year_based
625,845,year_based
626,845,year_based
627,845,year_based
628,847,year_based
629,847,year_based
630,847,year_based
631,847,year_based
632,847,year_based
633,847,year_based
634,847,year_based
635,847,year_based
636,847,year_based
637,847,year_based
638,847,year_based
639,847,year_based
640,847,year_based
641,856,year_based
642,856,year_based
643,856,year_based
644,856,year_based
645,856,year_based
646,856,year_based
647,856,year_based
648,856,year_based
649,858,year_based
650,858,year_based
651,858,year_based
652,858,year_based
653,858,year_based
654,858,year_based
655,858,year_based
656,858,year_based
657,858,year_based
658,858,year_based
659,858,year_based
660,858,year_based
661,858,year_based
662,858,year_based
663,858,year_based
664,858,year_based
665,858,year_based
666,858,year_based
667,858,year_based
668,858,year_based
669,858,year_based
670,858,year_based
671,858,year_based
672,858,year_based
673,858,year_based
674,858,year_based
675,858,year_based
676,858,year_based
677,858,year_based
678,858,year_based
679,858,year_based
680,871,year_based
681,871,year_based
682,871,year_based
683,871,year_based
684,871,year_based
685,871,year_based
686,871,year_based
687,871,year_based
688,871,year_based
688,871,year_based
689,871,year_based
690,871,year_based
691,871,year_based
692,871,year_based
693,876,year_based
694,876,year_based
695,876,year_based
695,876,year_based
695,876,year_based
695,876,year_based
696,876,year_based
696,876,year_based
696,876,year_based
696,876,year_based
697,876,year_based
698,876,year_based
699,876,year_based
700,876,year_based
701,876,year_based
702,876,year_based
703,876,year_based
704,876,year_based
705,876,year_based
706,876,year_based
707,876,year_based
708,876,year_based
709,876,year_based
709,1204,year_based
710,876,year_based
711,876,year_based
712,876,year_based
713,876,year_based
714,876,year_based
715,876,year_based
716,889,year_based
717,889,year_based
718,889,year_based
719,889,year_based
720,889,year_based
721,889,year_based
722,889,year_based
723,889,year_based
724,889,year_based
725,889,year_based
726,889,year_based
727,889,year_based
728,889,year_based
729,889,year_based
730,889,year_based
731,889,year_based
732,889,year_based
733,889,year_based
734,889,year_based
735,889,year_based
736,889,year_based
737,889,year_based
738,901,year_based
739,901,year_based
740,901,year_based
741,901,year_based
742,901,year_based
743,901,year_based
744,901,year_based
745,901,year_based
746,901,year_based
747,901,year_based
748,901,year_based
749,901,year_based
750,901,year_based
751,901,year_based
752,901,year_based
753,901,year_based
754,901,year_based
755,901,year_based
756,901,year_based
757,901,year_based
758,910,year_based
759,910,year_based
760,910,year_based
761,910,year_based
762,910,year_based
763,910,year_based
764,910,year_based
765,910,year_based
766,910,year_based
767,910,year_based
768,910,year_based
769,910,year_based
770,910,year_based
771,910,year_based
772,910,year_based
773,910,year_based
774,910,year_based
775,910,year_based
776,910,year_based
777,910,year_based
778,910,year_based
779,910,year_based
780,910,year_based
781,910,year_based
782,910,year_based
783,919,year_based
784,919,year_based
785,919,year_based
786,919,year_based
787,925,year_based
788,925,year_based
789,925,year_based
790,925,year_based
791,925,year_based
792,925,year_based
793,925,year_based
794,925,year_based
795,925,year_based
796,925,year_based
797,925,year_based
798,925,year_based
799,932,year_based
800,933,year_based
801,934,year_based
801,1522,year_based
802,935,year_based
802,944,year_based
802,944,year_based
802,944,year_based
802,944,year_based
802,944,year_based
802,944,year_based
802,944,year_based
802,944,year_based
803,935,year_based
804,935,year_based
805,935,year_based
806,935,year_based
807,935,year_based
808,935,year_based
809,935,year_based
810,935,year_based
811,935,year_based
812,935,year_based
813,935,year_based
814,935,year_based
815,935,year_based
816,935,year_based
817,935,year_based
818,935,year_based
819,935,year_based
820,935,year_based
821,942,year_based
822,942,year_based
823,944,year_based
823,944,year_based
823,944,year_based
823,944,year_based
823,944,year_based
823,944,year_based
823,944,year_based
823,944,year_based
824,944,year_based
824,944,year_based
824,944,year_based
824,944,year_based
824,944,year_based
824,944,year_based
824,944,year_based
824,944,year_based
825,944,year_based
825,944,year_based
825,944,year_based
825,944,year_based
825,944,year_based
825,944,year_based
825,944,year_based
825,944,year_based
826,944,year_based
826,944,year_based
826,944,year_based
826,944,year_based
827,944,year_based
827,944,year_based
827,944,year_based
827,944,year_based
827,944,year_based
827,944,year_based
827,944,year_based
827,944,year_based
828,944,year_based
828,944,year_based
828,944,year_based
828,944,year_based
829,944,year_based
829,944,year_based
829,944,year_based
829,944,year_based
829,944,year_based
829,944,year_based
829,944,year_based
829,944,year_based
830,944,year_based
830,944,year_based
830,944,year_based
830,944,year_based
831,944,year_based
832,944,year_based
833,944,year_based
833,944,year_based
833,944,year_based
833,944,year_based
833,944,year_based
833,944,year_based
833,944,year_based
833,944,year_based
834,944,year_based
834,944,year_based
834,944,year_based
834,944,year_based
834,944,year_based
834,944,year_based
834,944,year_based
834,944,year_based
835,944,year_based
836,944,year_based
837,944,year_based
838,944,year_based
839,944,year_based
840,944,year_based
841,944,year_based
842,944,year_based
843,944,year_based
844,944,year_based
845,944,year_based
846,944,year_based
847,944,year_based
848,944,year_based
849,944,year_based
850,944,year_based
851,944,year_based
852,944,year_based
853,944,year_based
854,959,year_based
855,959,year_based
856,959,year_based
856,1267,year_based
857,962,year_based
858,962,year_based
859,962,year_based
860,962,year_based
861,962,year_based
862,962,year_based
863,962,year_based
864,962,year_based
865,962,year_based
866,962,year_based
867,962,year_based
868,968,year_based
869,968,year_based
869,1040,year_based
870,968,year_based
871,968,year_based
872,968,year_based
873,968,year_based
874,968,year_based
875,968,year_based
876,968,year_based
877,968,year_based
878,972,year_based
879,972,year_based
880,974,year_based
881,974,year_based
882,974,year_based
883,974,year_based
883,1042,year_based
884,974,year_based
885,974,year_based
886,974,year_based
887,974,year_based
888,974,year_based
889,974,year_based
890,974,year_based
891,974,year_based
892,974,year_based
893,974,year_based
894,974,year_based
895,979,year_based
896,979,year_based
897,979,year_based
898,979,year_based
899,979,year_based
900,979,year_based
901,979,year_based
902,979,year_based
903,979,year_based
904,979,year_based
905,979,year_based
906,979,year_based
907,982,year_based
908,982,year_based
909,982,year_based
910,982,year_based
911,982,year_based
912,982,year_based
913,982,year_based
914,982,year_based
915,982,year_based
916,982,year_based
917,982,year_based
918,982,year_based
919,982,year_based
920,982,year_based
921,982,year_based
922,982,year_based
923,986,year_based
924,986,year_based
925,986,year_based
926,986,year_based
927,986,year_based
928,986,year_based
929,986,year_based
930,986,year_based
931,988,year_based
932,988,year_based
933,988,year_based
934,988,year_based
935,988,year_based
936,988,year_based
937,988,year_based
938,988,year_based
939,990,year_based
940,990,year_based
941,990,year_based
942,990,year_based
943,990,year_based
944,990,year_based
945,990,year_based
946,990,year_based
947,990,year_based
948,990,year_based
949,990,year_based
950,990,year_based
951,990,year_based
952,990,year_based
953,990,year_based
954,990,year_based
955,994,year_based
956,994,year_based
957,994,year_based
958,994,year_based
959,994,year_based
960,994,year_based
961,994,year_based
962,994,year_based
963,994,year_based
964,994,year_based
965,994,year_based
966,994,year_based
967,994,year_based
968,994,year_based
969,994,year_based
970,994,year_based
971,998,year_based
972,998,year_based
973,998,year_based
974,998,year_based
975,998,year_based
976,998,year_based
977,998,year_based
978,998,year_based
979,1000,year_based
980,1000,year_based
981,1000,year_based
982,1000,year_based
983,1000,year_based
984,1000,year_based
985,1000,year_based
986,1000,year_based
986,1510,year_based
987,1002,year_based
988,1002,year_based
989,1002,year_based
990,1002,year_based
991,1002,year_based
992,1002,year_based
993,1002,year_based
994,1002,year_based
995,1004,year_based
996,1004,year_based
997,1004,year_based
998,1004,year_based
999,1004,year_based
1000,1004,year_based
1001,1004,year_based
1002,1004,year_based
1003,1006,year_based
1004,1006,year_based
1005,1006,year_based
1006,1006,year_based
1007,1006,year_based
1008,1006,year_based
1009,1006,year_based
1010,1006,year_based
1011,1008,year_based
1012,1008,year_based
1013,1008,year_based
1014,1008,year_based
1015,1008,year_based
1016,1008,year_based
1017,1008,year_based
1018,1008,year_based
1019,1010,year_based
1020,1010,year_based
1021,1010,year_based
1022,1010,year_based
1023,1010,year_based
1023,1010,year_based
1023,1010,year_based
1023,1010,year_based
1024,1010,year_based
1025,1010,year_based
1026,1010,year_based
1027,1010,year_based
1028,1010,year_based
1029,1010,year_based
1030,1014,year_based
1031,1014,year_based
1032,1014,year_based
1033,1014,year_based
1034,1014,year_based
1035,1014,year_based
1036,1014,year_based
1037,1014,year_based
1038,1016,year_based
1039,1016,year_based
1040,1016,year_based
1041,1016,year_based
1042,1016,year_based
1043,1016,year_based
1044,1016,year_based
1045,1018,year_based
1046,1018,year_based
1047,1018,year_based
1048,1018,year_based
1049,1018,year_based
1049,1020,year_based
1050,1018,year_based
1050,1062,year_based
1050,1062,year_based
1051,1018,year_based
1052,1020,year_based
1053,1020,year_based
1054,1020,year_based
1055,1020,year_based
1056,1020,year_based
1057,1020,year_based
1058,1022,year_based
1059,1022,year_based
1060,1022,year_based
1061,1022,year_based
1062,1022,year_based
1063,1022,year_based
1064,1022,year_based
1065,1024,year_based
1066,1024,year_based
1067,1024,year_based
1068,1024,year_based
1069,1024,year_based
1070,1024,year_based
1071,1024,year_based
1072,1024,year_based
1073,1024,year_based
1074,1024,year_based
1075,1024,year_based
1076,1024,year_based
1077,1024,year_based
1078,1024,year_based
1079,1024,year_based
1080,1024,year_based
1081,1024,year_based
1082,1024,year_based
1083,1024,year_based
1084,1024,year_based
1085,1024,year_based
1086,1024,year_based
1087,1024,year_based
1088,1030,year_based
1089,1030,year_based
1090,1030,year_based
1091,1030,year_based
1092,1030,year_based
1093,1030,year_based
1094,1030,year_based
1095,1030,year_based
1096,1032,year_based
1097,1032,year_based
1098,1032,year_based
1099,1032,year_based
1100,1032,year_based
1101,1032,year_based
1102,1032,year_based
1103,1032,year_based
1104,1032,year_based
1105,1032,year_based
1106,1032,year_based
1107,1032,year_based
1108,1032,year_based
1109,1032,year_based
1110,1032,year_based
1111,1032,year_based
1112,1038,year_based
1113,1038,year_based
1114,1038,year_based
1115,1038,year_based
1116,1038,year_based
1117,1038,year_based
1118,1038,year_based
1119,1038,year_based
1120,1040,year_based
1121,1040,year_based
1122,1040,year_based
1123,1040,year_based
1124,1040,year_based
1125,1040,year_based
1126,1040,year_based
1127,1042,year_based
1128,1042,year_based
1129,1042,year_based
1130,1042,year_based
1131,1042,year_based
1132,1042,year_based
1133,1042,year_based
1134,1042,year_based
1135,1042,year_based
1136,1042,year_based
1137,1042,year_based
1138,1042,year_based
1139,1042,year_based
1140,1042,year_based
1141,1042,year_based
1142,1042,year_based
1143,1042,year_based
1144,1042,year_based
1145,1042,year_based
1146,1042,year_based
1147,1042,year_based
1148,1042,year_based
1149,1042,year_based
1150,1042,year_based
1151,1042,year_based
1152,1042,year_based
1153,1042,year_based
1154,1042,year_based
1155,1042,year_based
1156,1042,year_based
1157,1042,year_based
1157,1526,year_based
1158,1050,year_based
1159,1052,year_based
1160,1052,year_based
1161,1052,year_based
1162,1052,year_based
1163,1052,year_based
1164,1052,year_based
1165,1052,year_based
1166,1052,year_based
1167,1054,year_based
1168,1054,year_based
1169,1054,year_based
1170,1054,year_based
1171,1054,year_based
1172,1054,year_based
1173,1054,year_based
1174,1054,year_based
1175,1056,year_based
1176,1056,year_based
1177,1056,year_based
1178,1056,year_based
1179,1056,year_based
1180,1056,year_based
1181,1056,year_based
1182,1056,year_based
1183,1058,year_based
1184,1058,year_based
1185,1058,year_based
1186,1058,year_based
1187,1058,year_based
1188,1058,year_based
1189,1058,year_based
1190,1058,year_based
1191,1058,year_based
1192,1058,year_based
1193,1058,year_based
1194,1058,year_based
1195,1058,year_based
1196,1058,year_based
1197,1058,year_based
1198,1058,year_based
1199,1062,year_based
1200,1062,year_based
1201,1062,year_based
1202,1062,year_based
1203,1062,year_based
1204,1062,year_based
1205,1064,year_based
1206,1064,year_based
1207,1064,year_based
1208,1064,year_based
1209,1064,year_based
1210,1064,year_based
1211,1064,year_based
1212,1064,year_based
1213,0,year_based
1214,0,year_based
1215,0,year_based
1216,0,year_based
1217,0,year_based
1218,0,year_based
1219,0,year_based
1220,0,year_based
1221,1069,year_based
1222,1069,year_based
1223,1069,year_based
1224,1069,year_based
1225,1069,year_based
1226,1069,year_based
1227,1069,year_based
1228,1069,year_based
1229,1071,year_based
1230,1071,year_based
1231,1071,year_based
1232,1071,year_based
1233,1071,year_based
1234,1071,year_based
1235,1071,year_based
1236,1071,year_based
1237,974,year_based
1238,974,year_based
1239,974,year_based
1240,974,year_based
1241,974,year_based
1242,974,year_based
1243,974,year_based
1244,974,year_based
1245,974,year_based
1246,974,year_based
1247,974,year_based
1248,974,year_based
1250,979,year_based
1251,1081,year_based
1252,1082,year_based
1253,1082,year_based
1254,982,year_based
1255,982,year_based
1256,1087,year_based
1257,1088,year_based
1258,1088,year_based
1259,1088,year_based
1260,1088,year_based
1261,1088,year_based
1262,1088,year_based
1263,1094,year_based
1264,1094,year_based
1265,1096,year_based
1266,986,year_based
1266,1056,year_based
1266,1263,year_based
1267,988,year_based
1268,988,year_based
1269,1101,year_based
1270,1101,year_based
1271,1103,year_based
1272,990,year_based
1273,990,year_based
1274,990,year_based
1275,990,year_based
1276,994,year_based
1277,994,year_based
1278,998,year_based
1279,998,year_based
1280,998,year_based
1281,1000,year_based
1282,1000,year_based
1283,1000,year_based
1284,1117,year_based
1285,1117,year_based
1286,1117,year_based
1287,1004,year_based
1288,1004,year_based
1289,1004,year_based
1290,1008,year_based
1291,1008,year_based
1292,1010,year_based
1293,1010,year_based
1294,1010,year_based
1295,1010,year_based
1296,1010,year_based
1297,1010,year_based
1298,1010,year_based
1299,1010,year_based
1300,1010,year_based
1301,1010,year_based
1302,1010,year_based
1303,1010,year_based
1304,1010,year_based
1305,1010,year_based
1306,1010,year_based
1307,1010,year_based
1308,1010,year_based
1309,1010,year_based
1310,1135,year_based
1311,1135,year_based
1312,1135,year_based
1313,1138,year_based
1314,1138,year_based
1315,1140,year_based
1316,1140,year_based
1317,1140,year_based
1318,1140,year_based
1319,1014,year_based
1319,1014,year_based
1320,1014,year_based
1321,1014,year_based
1322,1016,year_based
1323,1016,year_based
1324,1151,year_based
1325,1151,year_based
1326,1151,year_based
1327,1018,year_based
1328,1018,year_based
1329,1018,year_based
1330,1018,year_based
1331,1020,year_based
1332,1020,year_based
1333,1020,year_based
1334,1159,year_based
1335,1159,year_based
1336,1159,year_based
1337,1159,year_based
1338,1022,year_based
1339,1022,year_based
1340,1022,year_based
1341,1022,year_based
1342,1022,year_based
1343,1024,year_based
1344,1024,year_based
1345,1024,year_based
1346,1024,year_based
1347,1024,year_based
1347,1024,year_based
1347,1024,year_based
1347,1024,year_based
1347,1024,year_based
1347,1024,year_based
1347,1024,year_based
1347,1024,year_based
1348,1024,year_based
1348,1024,year_based
1348,1024,year_based
1348,1024,year_based
1348,1024,year_based
1348,1024,year_based
1348,1024,year_based
1348,1024,year_based
1349,1024,year_based
1350,1173,year_based
1351,1173,year_based
1352,1173,year_based
1353,1173,year_based
1354,1173,year_based
1354,1552,year_based
1355,1030,year_based
1355,1030,year_based
1355,1030,year_based
1355,1030,year_based
1355,1030,year_based
1355,1030,year_based
1355,1030,year_based
1355,1030,year_based
1356,1030,year_based
1356,1030,year_based
1356,1030,year_based
1356,1030,year_based
1356,1030,year_based
1356,1030,year_based
1356,1030,year_based
1356,1030,year_based
1357,1030,year_based
1358,1030,year_based
1359,1032,year_based
1359,1032,year_based
1359,1032,year_based
1359,1032,year_based
1359,1032,year_based
1359,1032,year_based
1359,1032,year_based
1359,1032,year_based
1359,1032,year_based
1360,1032,year_based
1360,1032,year_based
1360,1032,year_based
1360,1032,year_based
1360,1032,year_based
1360,1032,year_based
1360,1032,year_based
1360,1032,year_based
1360,1032,year_based
1361,1032,year_based
1361,1032,year_based
1361,1032,year_based
1361,1032,year_based
1361,1032,year_based
1361,1032,year_based
1361,1032,year_based
1361,1032,year_based
1361,1032,year_based
1362,1032,year_based
1363,1032,year_based
1364,1032,year_based
1365,1188,year_based
1366,1188,year_based
1367,1038,year_based
1368,1040,year_based
1369,1192,year_based
1369,1192,year_based
1369,1192,year_based
1369,1192,year_based
1370,1192,year_based
1370,1192,year_based
1370,1192,year_based
1370,1192,year_based
1371,1192,year_based
1371,1192,year_based
1371,1192,year_based
1371,1192,year_based
1372,1192,year_based
1373,1192,year_based
1374,1192,year_based
1375,1192,year_based
1376,1042,year_based
1377,1042,year_based
1378,1042,year_based
1379,1042,year_based
1380,1042,year_based
1381,1042,year_based
1382,1204,year_based
1383,1204,year_based
1384,1204,year_based
1385,1204,year_based
1386,1204,year_based
1386,1569,year_based
1387,1204,year_based
1388,1204,year_based
1389,1204,year_based
1390,1050,year_based
1391,1050,year_based
1392,1052,year_based
1393,1052,year_based
1394,1052,year_based
1395,1052,year_based
1396,1212,year_based
1397,1056,year_based
1398,1056,year_based
1399,1058,year_based
1400,1058,year_based
1401,1058,year_based
1402,1058,year_based
1403,1058,year_based
1404,1058,year_based
1405,1058,year_based
1406,1058,year_based
1407,1058,year_based
1407,1058,year_based
1407,1058,year_based
1407,1058,year_based
1408,1058,year_based
1408,1058,year_based
1408,1058,year_based
1408,1058,year_based
1409,1058,year_based
1410,1058,year_based
1411,1058,year_based
1412,1058,year_based
1413,1064,year_based
1414,1229,year_based
1415,1229,year_based
1415,1514,year_based
1416,0,year_based
1417,0,year_based
1418,0,year_based
1419,0,year_based
1420,0,year_based
1421,0,year_based
1422,0,year_based
1423,1235,year_based
1423,1235,year_based
1424,1235,year_based
1425,1235,year_based
1426,1235,year_based
1426,1341,year_based
1426,1341,year_based
1426,1341,year_based
1426,1341,year_based
1427,1238,year_based
1428,1239,year_based
1429,1239,year_based
1430,1239,year_based
1431,1239,year_based
1432,1239,year_based
1433,1239,year_based
1434,1239,year_based
1435,1239,year_based
1436,1239,year_based
1437,1239,year_based
1438,1239,year_based
1438,1239,year_based
1439,1239,year_based
1439,1239,year_based
1440,1239,year_based
1441,1239,year_based
1442,1239,year_based
1442,1239,year_based
1443,1239,year_based
1443,1239,year_based
1444,1239,year_based
1445,1239,year_based
1446,1239,year_based
1447,1239,year_based
1448,1239,year_based
1449,1239,year_based
1450,1239,year_based
1451,1239,year_based
1452,1239,year_based
1453,1239,year_based
